age,income,employment_years,loan_amount,loan_term,credit_score,existing_loans,dependents,gender,education,home_ownership,loan_purpose,marital_status,interest_rate,loan_approved
47.4,82297.0,13.8,25427.0,61.3,571.7,3.9,1.9,Male,High School,Mortgage,Car,Single,4.793,0
31.0,128013.9,12.9,21309.6,239.1,,5.3,2.1,Male,High School,Mortgage,Education,Divorced,4.518,0
43.7,141577.8,24.5,26355.7,137.6,567.2,4.6,2.6,Female,High School,Own,Car,Married,4.462,1
51.9,119945.0,15.0,30843.6,213.1,639.3,2.6,0.7,Female,Master,Own,Education,Married,3.671,1
54.9,123856.3,17.9,22743.0,254.0,771.7,5.2,1.4,Male,,Own,Business,Divorced,2.0,1
45.8,83431.7,27.0,32715.9,209.2,454.3,1.5,2.0,Female,Bachelor,Mortgage,Car,Single,7.165,1
65.9,123727.0,15.6,15330.8,246.9,300.0,3.5,3.8,Male,Master,Rent,Education,Married,9.329,0
59.6,137899.0,4.3,34870.4,17.7,537.6,2.3,2.8,Female,PhD,Mortgage,Personal,Divorced,5.085,0
44.4,131466.0,9.6,25428.4,143.6,531.4,2.7,3.7,Female,PhD,Own,Home,Single,4.844,0
56.5,139957.0,,25115.9,271.2,541.0,6.9,2.4,Male,High School,Own,Car,Single,5.594,1
70.0,169441.3,5.1,,223.7,491.6,1.8,2.5,Female,PhD,Rent,Personal,Divorced,6.258,1
70.0,152793.8,17.6,15677.2,330.9,653.5,2.8,3.1,Female,Bachelor,Own,Car,Single,3.18,1
32.8,122495.3,8.9,12166.6,319.4,450.7,4.8,2.3,Female,PhD,Rent,Education,Divorced,7.395,1
36.4,78988.5,,19397.8,207.0,,3.3,1.8,Male,PhD,Rent,Education,Divorced,5.057,1
65.3,98999.8,37.3,30201.4,162.8,632.5,4.2,0.7,Female,High School,Rent,Business,Single,3.985,1
34.8,112312.9,11.5,17809.8,106.3,603.5,6.1,1.8,Male,,Mortgage,Home,Single,4.658,0
31.6,128832.1,22.1,13112.4,144.9,618.8,5.0,3.5,Male,High School,Rent,Personal,Divorced,4.168,1
41.7,103258.4,12.3,18227.5,150.3,660.4,3.3,4.0,Male,Bachelor,Mortgage,Business,Divorced,3.442,0
52.5,87249.3,17.5,22421.3,135.5,579.8,3.8,1.6,Male,Master,Mortgage,Business,Single,5.311,1
46.3,78413.0,34.4,22736.0,109.5,543.8,4.8,0.4,Male,High School,Own,Education,Married,4.328,1
39.7,62208.8,16.3,24468.9,215.1,618.8,5.0,3.6,Female,High School,Rent,Car,Divorced,4.784,0
39.4,111776.7,17.7,33760.9,318.7,629.0,4.0,2.6,Male,Bachelor,Rent,Home,Single,4.266,0
39.0,68561.7,12.5,35494.0,257.7,655.1,4.5,0.9,Female,Master,Mortgage,Car,Married,4.836,0
36.9,84981.6,29.2,,157.2,,4.5,0.0,Male,Master,Rent,Personal,Married,9.027,0
70.0,106213.4,0.0,,264.1,558.5,3.9,1.3,Female,,Mortgage,Home,Divorced,4.505,0
51.1,251696.38616035724,16.5,139102.26080863053,210.7,843.170282667754,3.1,1.9,Female,Bachelor,Mortgage,Personal,Single,7.055,0
58.1,133291.3,19.6,31087.9,179.7,625.5,5.1,1.1,Male,Master,Mortgage,Business,Married,4.33,1
41.6,145907.8,,21867.8,174.8,640.4,4.4,3.3,Female,High School,Mortgage,Education,Divorced,3.738,1
45.3,100770.1,26.9,32386.3,167.0,550.3,0.9,1.5,Male,Bachelor,Rent,Business,Divorced,4.945,1
38.9,505208.25144706696,29.6,86464.21775738866,235.1,419.0976183739992,2.8,2.5,Female,Master,Rent,Business,Single,5.981,0
25.0,138810.0,8.7,38133.6,194.2,628.7,3.3,5.0,Female,Bachelor,Rent,Personal,Single,4.693,0
31.0,95010.2,36.7,33841.7,124.7,563.0,3.7,2.6,Female,High School,Own,Education,Divorced,5.06,0
25.8,92604.3,8.6,33988.1,120.9,703.4,5.8,2.4,Male,High School,Mortgage,Education,Divorced,3.217,0
25.0,161877.4,30.3,22205.0,207.5,734.6,8.0,2.4,Female,PhD,Rent,Car,Single,2.354,1
33.2,150946.6,21.2,24720.3,217.3,665.1,0.3,3.3,Female,PhD,Rent,Home,Married,3.864,0
63.4,141054.3,16.0,23058.0,157.9,595.9,4.5,3.2,Female,High School,Rent,Personal,Single,4.797,1
47.0,152397.6,16.7,13452.9,92.4,739.3,4.1,1.3,Male,High School,Mortgage,Education,Married,2.138,1
63.0,50795.2,19.7,37274.2,283.1,596.7,3.7,2.0,Female,PhD,Rent,Business,Married,6.788,0
52.4,,21.7,31463.1,266.1,531.9,4.8,1.7,Female,High School,Own,Personal,Married,5.004,0
56.9,133722.2,12.6,22739.8,24.0,514.2,4.2,2.2,Female,Master,Rent,Car,Married,5.835,0
36.7,155377.3,18.1,35936.7,290.2,511.7,3.5,4.7,Female,Bachelor,Rent,Business,Divorced,5.54,0
53.8,133550.7,13.8,20457.1,166.3,,4.0,3.2,Male,PhD,Rent,Home,Married,4.942,0
56.2,121712.4,10.3,,198.2,616.7,4.8,2.4,Male,Master,Rent,Home,Divorced,3.849,1
40.6,110364.2,13.5,33559.0,274.1,447.6,4.7,4.0,Female,,Mortgage,Personal,Married,7.204,0
54.2,132850.1,10.8,15271.5,315.2,534.6,4.3,2.7,Male,High School,Rent,Personal,Married,5.574,1
54.3,109088.8,16.6,23933.8,263.2,594.2,3.1,0.5,Female,High School,Rent,Personal,Single,4.706,1
40.9,150375.7,23.5,27149.0,202.3,632.9,8.0,4.5,Male,PhD,Rent,Personal,Single,4.378,1
34.0,64474.0,21.0,28583.7,72.9,572.7,4.5,2.3,Male,High School,Mortgage,Car,Married,5.407,0
33.3,101044.8,,32287.2,20.9,597.0,5.1,0.0,Male,Bachelor,Rent,Home,Married,4.561,1
48.5,191568.8,2.3,30146.8,253.3,463.5,3.2,0.6,Female,High School,Mortgage,Business,Divorced,6.673,1
51.4,98087.2,23.8,29899.1,290.4,492.9,4.3,3.9,Female,High School,Mortgage,Car,Single,7.052,0
38.0,111646.1,20.1,19174.0,117.8,569.5,4.3,0.6,Female,Master,Mortgage,Home,Single,5.383,1
47.8,89109.7,26.5,27853.9,161.4,620.9,1.1,4.1,Male,High School,Rent,Home,Divorced,4.904,1
54.3,131754.6,25.7,13455.6,138.4,,2.9,2.6,Male,High School,Own,Business,Married,3.68,1
54.9,94230.7,18.7,37997.1,136.3,498.6,2.9,3.4,Female,PhD,Rent,Business,Single,6.742,0
66.1,113503.6,21.4,14279.5,269.0,553.7,3.1,2.2,Male,Master,Own,Business,Single,4.825,1
62.8,149710.3,,22728.5,200.5,711.1,2.4,3.1,Female,High School,Rent,Business,Divorced,3.49,1
35.5,95543.3,24.9,14949.0,164.7,,4.1,2.9,Female,PhD,Mortgage,Home,Divorced,4.54,0
67.7,147601.4,5.0,19658.7,360.0,560.4,6.1,2.5,Male,PhD,Rent,Home,Married,5.416,0
41.1,148778.0,26.2,25607.4,68.2,482.7,4.2,1.2,Female,Bachelor,Mortgage,Education,Single,5.431,1
60.0,156923.5,19.8,21269.9,226.8,510.8,2.2,2.9,Male,Bachelor,Own,Education,Married,5.048,1
48.3,124918.9,,34654.0,99.1,575.6,2.5,0.3,Male,Master,Own,Home,Single,4.764,1
42.6,220000.0,18.1,,170.4,599.8,3.4,3.6,Male,High School,Mortgage,Business,Married,4.268,1
25.8,156908.7,18.7,21796.7,194.9,625.9,1.9,2.7,Male,,Mortgage,Personal,Married,3.914,0
45.4,131370.7,,24431.3,250.6,609.9,4.5,3.1,Male,High School,Own,Personal,Divorced,4.293,1
28.8,89342.6,40.0,35257.6,162.1,541.7,6.0,0.0,Female,PhD,Own,Education,Divorced,6.169,0
59.1,116602.9,29.8,32771.0,153.6,529.0,3.1,1.1,Male,Master,Rent,Business,Married,5.584,1
65.7,,15.5,16389.8,160.7,759.2,4.1,1.9,Male,High School,Mortgage,Personal,Single,2.134,1
37.9,,,20054.8,96.6,524.9,3.4,3.3,Female,Bachelor,Mortgage,Education,Single,6.26,0
51.1,171741.5,25.4,29298.3,233.6,458.7,3.1,1.4,Male,Bachelor,Rent,Education,Divorced,7.54,0
38.8,147481.7,12.6,28326.9,205.5,427.5,4.3,5.0,Female,PhD,Mortgage,Business,Married,7.023,0
40.0,76051.9,9.9,,217.8,543.2,3.0,2.2,Male,Master,Mortgage,Car,Married,5.563,0
56.8,,19.5,31493.0,177.4,659.6,2.8,1.3,Female,Bachelor,Rent,Business,Divorced,4.069,1
47.0,76550.9,26.5,18373.0,167.6,523.2,1.6,2.3,Female,Bachelor,Own,Home,Divorced,5.362,0
68.4,67938.5,7.1,35930.6,277.0,708.0,4.1,1.4,Male,High School,Mortgage,Home,Single,3.75,0
41.7,128370.6,14.2,29735.6,264.7,574.3,5.6,1.1,Male,Master,Mortgage,Home,Divorced,4.281,0
59.5,460612.87841782457,24.6,109696.89934987416,296.2,829.7342581717247,5.1,3.7,Male,Master,Own,Car,Single,2.677,1
48.7,151618.2,,21267.4,212.8,506.8,6.2,3.1,Female,PhD,Own,Education,Divorced,5.458,1
57.0,137399.8,31.3,21128.3,291.2,508.2,3.0,3.1,Male,Master,Own,Business,Married,5.095,1
42.1,138605.5,8.7,26779.0,149.7,583.2,5.3,4.0,Female,Bachelor,Own,Business,Divorced,4.542,0
46.9,85537.2,38.8,23868.2,166.9,618.4,2.3,3.1,Female,Bachelor,Rent,Home,Single,4.814,1
46.1,116325.8,7.7,16336.1,278.6,558.9,5.1,1.2,Female,Bachelor,Mortgage,Personal,Married,5.053,0
37.5,67250.9,3.8,14345.9,250.5,601.3,6.5,3.4,Male,Master,Mortgage,Car,Divorced,3.978,0
55.4,49882.1,19.5,29892.2,159.8,628.0,4.7,1.1,Female,High School,Rent,Car,Divorced,5.866,0
55.3,145922.5,10.9,27789.9,99.3,447.2,6.5,1.9,Male,High School,Rent,Business,Divorced,7.422,0
54.6,93640.6,19.7,26344.3,166.7,544.3,3.1,2.4,Female,PhD,Mortgage,Business,Single,5.472,1
65.9,150537.4,19.4,27665.9,128.2,528.3,3.8,2.3,Male,High School,Mortgage,Personal,Single,5.31,1
64.9,158792.2,,20548.6,321.0,532.7,2.6,0.4,Female,High School,Rent,Home,Divorced,5.293,1
43.0,98323.9,13.3,26971.9,243.8,611.6,4.1,1.3,Female,Master,Mortgage,Home,Married,4.719,0
52.0,140660.9,23.5,45808.0,121.7,529.6,4.4,2.5,Male,High School,Mortgage,Business,Married,5.859,1
40.0,96859.5,17.5,34896.5,99.4,394.5,4.0,1.8,Male,Master,Own,Car,Single,7.503,0
47.8,55394.2,28.8,23192.7,120.7,553.7,3.3,3.9,Male,Master,Rent,Car,Divorced,5.574,0
40.3,124315.8,18.6,21313.0,138.3,479.2,3.3,4.1,Female,High School,Mortgage,Education,Married,6.481,1
66.9,103519.4,12.3,2616.5,169.7,619.7,4.5,1.2,Male,Bachelor,Own,Home,Married,3.587,1
51.9,104596.9,,34049.6,272.2,647.5,3.8,2.6,Male,PhD,Rent,Personal,Divorced,4.315,0
44.9,189137.0,18.6,31792.8,105.7,,2.3,4.4,Male,,Own,Business,Married,7.667,0
61.8,66595.0,9.8,21149.4,360.0,505.3,1.2,2.3,Male,Master,Mortgage,Car,Married,6.826,1
25.0,133400.5,9.2,14046.3,107.5,606.8,3.1,2.0,Male,Master,Rent,Education,Married,4.599,0
25.0,85181.7,24.2,16257.9,70.3,448.2,1.9,3.5,Male,Bachelor,Own,Business,Married,7.363,0
57.1,151789.1,5.8,29055.2,318.1,645.4,2.7,2.2,Male,Master,Own,Business,Married,3.413,1
48.2,130445.1,31.3,24785.3,288.7,669.4,3.4,4.0,Male,Bachelor,Own,Home,Single,2.779,1
50.5,133277.1,21.3,,168.4,560.4,3.8,1.8,Male,High School,Own,Personal,Married,4.382,0
31.6,86928.9,19.6,26191.5,213.5,505.3,3.0,1.9,Male,Bachelor,Rent,Home,Single,5.975,0
47.2,380580.24706219544,11.7,134981.8460305613,215.5,511.335964625575,7.3,3.4,Female,,Own,Home,Divorced,8.598,0
70.0,152453.8,26.1,28456.6,193.9,648.3,2.1,2.6,Male,PhD,Rent,Personal,Married,3.961,1
57.4,181977.9,20.0,32130.4,79.3,755.2,5.8,2.6,Female,Master,Mortgage,Home,Single,2.0,1
49.5,136810.8,14.5,8782.5,6.0,736.6,3.8,0.2,Male,Master,Rent,Home,Single,2.989,1
42.2,88590.3,21.6,15625.2,115.4,557.5,3.0,2.1,Male,Bachelor,Mortgage,Education,Divorced,5.774,1
42.8,131862.8,6.5,22585.2,328.3,476.7,4.9,3.5,Male,Master,Own,Education,Divorced,5.456,0
25.0,204961.5,,34136.6,331.4,650.4,3.3,1.6,Male,PhD,Mortgage,Education,Divorced,3.995,1
50.6,123584.8,11.0,40544.2,162.1,563.6,2.8,3.3,Female,,Rent,Business,Divorced,6.104,1
57.6,171164.4,22.8,24186.1,106.4,618.0,6.7,2.8,Female,High School,Mortgage,Education,Divorced,3.528,1
28.6,94088.5,20.0,20607.4,205.2,602.2,0.7,2.3,Male,Bachelor,Rent,Car,Married,4.422,0
39.6,118527.0,28.4,9860.3,218.1,583.4,3.6,4.1,Male,Bachelor,Mortgage,Car,Divorced,4.408,1
33.6,141684.8,12.6,32408.5,231.1,667.6,4.3,2.1,Female,Master,Own,Business,Divorced,3.49,1
35.9,133906.5,24.6,21098.5,6.0,670.9,6.1,2.2,Female,Master,Rent,Car,Married,3.573,1
48.1,93176.4,19.1,49166.7,360.0,528.0,3.4,2.2,Male,,Mortgage,Home,Single,6.401,0
25.0,,12.5,19584.8,273.6,491.9,8.0,2.6,Male,Master,Own,Education,Divorced,6.422,0
54.9,154590.0,23.1,42342.2,167.2,350.1,5.1,3.4,Male,PhD,Rent,Personal,Divorced,9.42,0
56.5,161704.3,19.5,31486.9,125.5,543.8,0.4,0.7,Male,High School,Own,Home,Married,4.889,1
44.5,172925.0,15.0,17273.9,262.0,476.6,1.8,3.5,Female,High School,Rent,Personal,Divorced,6.449,0
25.0,183137.6,20.3,27357.2,222.6,612.7,4.4,2.6,Female,Master,Rent,Education,Single,4.427,1
35.5,124711.7,19.0,31671.0,190.4,544.8,2.3,3.2,Female,Master,Own,Personal,Divorced,5.257,0
62.3,109108.0,18.8,23698.0,219.7,,4.8,5.0,Male,PhD,Mortgage,Home,Single,4.759,1
25.0,167284.7,16.7,32203.9,174.0,648.1,3.3,1.9,Female,Master,Mortgage,Business,Single,3.642,0
43.3,144957.4,9.6,32027.7,215.1,610.8,2.2,1.0,Female,Bachelor,Rent,Business,Single,4.143,0
33.3,85614.1,20.6,30270.7,241.1,564.5,2.6,2.7,Male,,Rent,Personal,Single,5.085,1
57.2,83822.8,,25368.2,210.5,726.8,5.3,2.9,Male,High School,Own,Personal,Single,2.0,1
39.4,137217.6,11.8,16100.5,206.3,641.4,1.0,3.5,Male,Bachelor,Rent,Personal,Married,3.775,1
52.3,,18.1,24885.7,294.4,537.6,5.6,1.9,Male,High School,Rent,Home,Married,6.325,1
54.3,119075.0,25.9,26908.5,55.2,541.6,5.6,1.5,Male,High School,Own,Business,Married,4.423,0
69.5,157538.7,21.5,10491.6,119.2,646.0,3.5,0.7,Male,Bachelor,Own,Personal,Divorced,3.614,1
45.1,599456.0014990086,15.8,175718.76374009703,185.1,811.1858102281831,1.9,0.9,Female,High School,Rent,Personal,Married,4.525,1
52.0,166545.6,,24725.6,124.6,474.1,4.8,2.0,Female,High School,Own,Education,Single,5.762,1
29.7,52396.2,25.1,15127.0,151.3,655.5,3.3,2.4,Male,PhD,Own,Home,Single,3.627,1
61.8,128868.9,0.8,22835.9,286.0,688.2,1.7,5.0,Male,PhD,Rent,Education,Divorced,3.792,0
38.4,703306.4438124006,26.4,69086.13224627,171.1,474.95927626466954,6.9,0.5,Female,Master,Rent,Education,Single,4.185,1
40.8,66569.5,5.0,40940.8,36.7,713.8,2.7,2.9,Male,PhD,Own,Car,Divorced,3.796,0
47.2,97078.7,8.7,27260.9,149.1,761.2,1.8,1.6,Female,High School,Own,Business,Divorced,2.0,1
28.7,90583.0,15.9,33788.4,187.6,730.7,4.4,2.8,Female,PhD,Mortgage,Car,Divorced,2.949,1
50.2,120759.4,37.4,24557.5,186.2,605.7,3.9,1.8,Male,Bachelor,Rent,Business,Single,5.693,1
59.1,176974.9,33.4,10508.7,227.5,556.2,6.2,3.7,Female,Bachelor,Mortgage,Business,Divorced,5.094,0
51.0,190790.6,25.7,30878.7,221.0,410.3,3.4,3.7,Male,PhD,Rent,Home,Divorced,8.196,0
28.4,91499.9,22.9,20234.5,171.9,576.0,3.4,2.4,Male,Bachelor,Own,Home,Divorced,4.37,1
46.0,138429.5,5.1,22815.2,87.6,621.7,4.5,4.2,Female,Master,Rent,Car,Divorced,4.116,1
56.4,671128.3872538334,21.3,82396.65434264988,147.7,681.1575936592166,4.3,3.4,Female,Bachelor,Mortgage,Personal,Single,5.53,1
25.0,133566.9,15.6,26082.1,133.2,405.1,4.3,4.2,Female,Master,Mortgage,Home,Married,7.613,1
34.6,133964.3,13.5,34021.4,160.2,549.2,4.4,2.4,Female,High School,Rent,Car,Married,5.7,0
58.0,130631.0,21.2,32961.9,238.3,633.1,4.2,3.6,Male,High School,Mortgage,Business,Married,4.182,0
50.7,179065.0,16.2,,215.3,,3.4,1.6,Female,Master,Mortgage,Education,Married,5.934,0
52.4,158586.3,27.0,39323.7,248.9,589.9,5.2,1.5,Male,PhD,Mortgage,Education,Divorced,4.483,0
69.8,82894.6,4.5,9133.0,152.3,613.8,3.5,5.0,Male,High School,Mortgage,Education,Single,4.076,0
53.1,147850.2,20.6,15951.0,303.7,675.6,5.2,1.2,Male,Master,Mortgage,Business,Married,3.434,1
55.4,,13.0,11034.5,236.8,729.1,6.1,2.0,Female,High School,Mortgage,Home,Married,2.623,1
70.0,131023.9,16.7,30555.4,192.0,541.0,3.0,0.2,Female,Master,Own,Education,Married,4.841,0
44.9,159599.9,22.4,19955.3,231.3,591.5,7.6,1.5,Male,,Mortgage,Home,Married,5.533,1
37.9,126582.6,11.1,21586.6,128.9,594.4,2.9,1.3,Female,Bachelor,Mortgage,Home,Divorced,4.516,1
52.6,127016.4,21.3,23767.2,14.3,633.4,2.9,1.7,Male,PhD,Own,Education,Divorced,3.644,1
52.8,124243.4,18.3,28560.6,134.5,623.4,4.8,2.9,Female,Bachelor,Rent,Business,Married,4.995,1
41.2,49361.5,14.7,13617.4,242.8,703.3,4.7,3.1,Male,PhD,Rent,Education,Single,3.168,1
35.1,117186.1,,15429.1,189.4,365.2,4.1,1.3,Male,Master,Rent,Personal,Divorced,8.358,0
70.0,96611.2,18.8,25510.4,172.1,,5.2,1.6,Male,Bachelor,Mortgage,Business,Divorced,4.536,0
51.4,78474.3,13.9,35090.0,115.2,618.9,4.4,3.8,Male,Bachelor,Rent,Home,Divorced,4.632,0
38.7,170190.6,20.1,25296.8,26.5,553.8,7.1,4.5,Female,PhD,Rent,Personal,Single,5.495,0
58.5,137647.3,17.8,19166.7,297.0,371.2,3.9,4.0,Female,Bachelor,Mortgage,Business,Single,8.951,0
46.2,118955.9,15.1,,166.4,569.5,2.7,0.5,Female,Bachelor,Mortgage,Business,Married,5.656,1
44.5,100231.9,32.7,33121.4,148.6,511.0,3.2,3.9,Male,Master,Mortgage,Personal,Single,6.394,1
54.2,130365.9,,19612.5,129.3,726.0,4.7,4.7,Male,High School,Own,Business,Single,2.674,1
32.0,154700.3,16.9,16320.5,283.4,608.8,4.7,0.5,Male,High School,Own,Personal,Single,4.239,1
51.7,91056.2,21.2,11777.4,253.5,503.4,4.3,3.8,Male,Bachelor,Rent,Home,Divorced,6.256,0
70.0,119831.0,11.8,13987.2,105.6,390.3,2.7,2.8,Male,Bachelor,Own,Business,Single,8.148,0
53.1,150382.3,16.5,17810.3,276.2,628.2,5.7,2.1,Male,Master,Rent,Business,Married,3.997,1
43.0,52240.0,17.4,23589.2,171.4,637.7,6.9,2.6,Male,Bachelor,Rent,Home,Divorced,5.785,0
41.4,117985.1,10.0,15830.1,134.2,555.6,4.0,3.0,Female,Bachelor,Own,Business,Single,4.71,1
42.6,104974.8,23.1,26985.7,159.5,629.3,6.7,3.9,Female,PhD,Mortgage,Personal,Married,4.035,1
44.5,115316.0,16.0,23528.4,120.3,543.7,5.3,3.8,Male,PhD,Rent,Education,Divorced,5.992,1
43.0,102443.0,17.2,43275.9,77.3,,7.3,0.7,Female,Bachelor,Rent,Business,Married,5.193,0
58.5,124816.9,15.5,,245.1,664.3,4.7,1.7,Female,Bachelor,Rent,Personal,Single,4.369,1
26.7,187327.0,40.0,26791.8,165.3,427.5,4.2,2.6,Male,Master,Own,Personal,Divorced,7.03,0
57.8,108662.7,14.7,,232.4,449.4,5.3,4.4,Male,PhD,Mortgage,Car,Divorced,7.027,0
42.9,130209.9,3.5,17255.5,206.0,757.8,3.3,0.0,Male,Master,Rent,Car,Married,2.54,1
52.0,189816.1,7.2,26262.0,226.9,658.9,4.6,1.8,Female,High School,Mortgage,Home,Single,4.049,1
34.0,100749.5,26.1,31656.8,19.3,461.4,6.0,0.7,Female,Master,Rent,Business,Divorced,6.527,1
63.4,183513.6,30.7,26271.9,113.7,433.7,5.2,0.9,Female,Master,Rent,Car,Single,7.38,0
62.4,120186.3,14.5,36575.7,228.5,,4.0,3.7,Female,PhD,Rent,Home,Divorced,4.495,1
59.0,182366.4,30.2,8078.5,81.0,472.2,4.3,1.9,Male,PhD,Own,Home,Single,6.099,1
29.3,146257.0,25.9,18762.1,212.8,546.5,5.1,0.0,Female,Master,Rent,Car,Married,5.162,1
57.4,130748.8,18.5,37300.4,71.7,570.7,5.1,2.3,Female,Master,Rent,Education,Divorced,4.58,1
52.4,117702.9,17.9,32796.2,184.3,566.9,5.1,4.9,Female,High School,Own,Business,Married,4.262,1
28.2,98158.5,21.4,29824.1,311.8,676.4,4.5,0.3,Female,PhD,Own,Personal,Divorced,2.847,0
47.2,122652.7,27.0,35365.7,245.0,,2.8,3.1,Male,Bachelor,Mortgage,Business,Divorced,2.43,1
51.9,,23.2,10167.5,34.9,531.9,3.0,4.4,Female,Master,Own,Home,Married,4.883,1
54.2,119541.1,14.6,31864.9,250.9,473.2,4.7,2.4,Female,Master,Rent,Home,Divorced,6.519,0
49.6,108918.2,18.6,34015.0,328.8,610.0,5.2,4.8,Male,High School,Rent,Car,Single,4.933,1
51.0,111222.6,35.9,20230.4,360.0,721.8,5.1,1.7,Female,Bachelor,Mortgage,Car,Single,2.741,1
65.2,154736.7,22.0,46533.9,221.0,538.7,3.0,4.2,Female,Master,Own,Home,Married,5.782,1
62.2,162880.7,,27070.8,73.8,651.5,3.8,4.0,Female,Bachelor,Rent,Business,Single,4.29,1
25.0,96649.7,24.3,,217.8,499.7,2.2,2.5,Male,Master,Mortgage,Business,Married,5.631,1
43.7,96599.4,22.2,28550.2,310.7,576.9,1.9,0.7,Male,Master,Rent,Education,Single,4.819,0
45.5,133277.6,20.9,19741.1,168.0,470.4,4.1,1.3,Female,High School,Own,Business,Married,6.557,0
26.5,173463.6,27.2,34820.0,266.4,576.0,6.0,0.0,Male,Bachelor,Rent,Home,Single,4.837,1
48.6,160109.7,25.7,29883.6,115.8,564.5,4.1,3.2,Female,Bachelor,Own,Home,Married,4.592,1
62.5,76185.2,22.1,20716.6,212.8,629.7,6.9,3.1,Female,Bachelor,Mortgage,Business,Married,3.684,0
34.5,110757.3,14.4,37519.6,6.0,735.0,3.8,2.6,Female,High School,Mortgage,Business,Married,2.0,1
51.5,87428.9,23.1,33015.6,107.0,540.0,4.0,2.4,Female,High School,Own,Personal,Divorced,6.05,0
36.5,110637.1,19.5,18876.6,182.5,395.0,2.5,4.1,Female,Bachelor,Mortgage,Business,Married,7.782,1
39.4,176154.3,,24283.6,153.9,556.8,3.5,2.9,Male,PhD,Mortgage,Personal,Single,4.859,1
65.2,70209.0,40.0,29635.3,79.0,601.9,2.2,1.8,Male,PhD,Mortgage,Business,Married,4.75,1
41.0,63339.7,7.7,22585.9,143.0,593.2,1.7,2.7,Female,PhD,Rent,Business,Divorced,5.784,1
53.0,91000.6,27.7,,209.4,560.8,2.2,5.0,Female,PhD,Own,Business,Single,4.509,1
25.0,130055.9,13.1,25793.8,176.1,708.9,4.1,3.2,Male,PhD,Own,Business,Single,2.636,1
69.8,141726.4,21.0,16973.6,187.9,587.3,2.9,2.0,Female,Master,Mortgage,Education,Divorced,4.975,0
54.7,135310.7,40.0,7637.9,241.6,,3.3,2.4,Male,High School,Mortgage,Business,Single,5.575,1
45.3,161149.0,12.3,27413.1,155.5,505.0,4.6,3.1,Male,Bachelor,Own,Car,Divorced,5.351,0
54.4,58292.0,14.2,9588.8,291.7,417.8,1.7,2.0,Male,Master,Mortgage,Car,Married,6.83,0
30.6,161591.8,19.9,17555.7,103.9,604.6,4.1,1.9,Male,Bachelor,Rent,Business,Divorced,4.237,1
61.7,109076.7,13.2,11327.3,337.2,597.1,5.3,2.5,Female,Bachelor,Rent,Car,Divorced,5.23,1
43.6,,27.1,12312.4,272.0,479.7,5.4,4.3,Female,High School,Own,Business,Divorced,6.944,1
45.1,73680.1,15.7,28910.8,154.5,571.0,4.8,3.4,Female,Bachelor,Own,Education,Divorced,5.529,1
41.6,120173.5,25.2,23721.5,159.9,562.1,3.9,2.0,Male,Bachelor,Rent,Car,Married,5.137,0
40.5,128269.5,9.4,23432.8,199.5,518.8,3.1,3.5,Male,PhD,Own,Education,Single,5.919,0
55.8,,5.5,14972.8,230.9,503.6,3.9,2.5,Female,,Rent,Education,Divorced,6.101,0
50.6,64516.1,18.2,20253.2,270.6,611.5,6.5,2.9,Female,High School,Own,Home,Single,4.144,0
55.3,121076.3,7.5,28511.6,75.8,554.7,4.4,2.8,Male,Master,Rent,Education,Married,5.41,1
47.4,82016.8,32.1,25083.3,218.0,521.8,3.8,0.0,Female,PhD,Rent,Home,Single,5.921,0
53.7,137692.4,7.8,32081.4,13.7,497.4,4.8,0.0,Female,Bachelor,Own,Education,Married,5.57,0
42.5,147202.6,11.7,33220.7,168.8,563.3,4.1,2.8,Male,PhD,Rent,Car,Single,5.843,0
70.0,165051.0,23.3,23482.2,299.3,658.2,4.3,1.5,Female,High School,Own,Personal,Divorced,3.019,0
28.7,101274.0,15.3,10682.0,69.6,593.6,3.6,0.5,Female,Bachelor,Mortgage,Business,Married,3.981,1
62.6,152452.9,7.9,19446.8,55.1,553.7,3.4,1.5,Male,PhD,Mortgage,Home,Divorced,5.409,1
63.9,167631.6,36.3,24718.5,200.7,602.8,5.5,3.6,Female,,Mortgage,Home,Single,4.07,1
37.3,62486.4,12.0,19288.1,294.0,697.8,1.1,2.9,Male,Bachelor,Own,Education,Married,2.208,0
70.0,141432.1,18.4,17063.0,209.0,619.1,4.7,3.4,Male,PhD,Mortgage,Personal,Married,4.474,1
59.4,153547.9,18.3,26058.0,30.6,598.4,3.3,3.0,Male,Bachelor,Rent,Car,Divorced,4.464,1
59.2,,25.7,44942.4,48.3,632.5,1.1,1.4,Male,PhD,Rent,Personal,Divorced,4.378,0
47.8,77622.9,23.7,21594.5,190.8,560.8,2.5,3.4,Female,Bachelor,Rent,Home,Married,5.437,1
44.9,153003.5,13.4,25477.6,88.7,591.6,3.9,3.2,Female,Bachelor,Rent,Car,Divorced,4.773,1
45.0,78017.2,17.4,15003.7,193.9,531.0,4.2,2.4,Male,Bachelor,Rent,Education,Married,5.855,0
52.2,113757.7,18.2,35447.2,198.7,435.5,5.1,2.6,Female,Bachelor,Own,Personal,Divorced,6.012,0
64.3,118595.7,26.0,32497.9,143.8,605.9,5.2,3.5,Male,Master,Mortgage,Car,Divorced,4.399,1
49.7,145043.8,10.7,31945.9,328.2,606.2,1.7,1.6,Female,PhD,Own,Business,Divorced,4.617,1
